"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 11 17:08:41 GMT 2023","Sat Mar 11 17:08:46 GMT 2023","5167","tests.pizza_page","test_pizza_pages_add_to_cart","TestAddPizzaToCartFromPage","","","Добавление пиццы с дополнительной опцией в корзину",""
"broken","Sat Mar 11 17:04:17 GMT 2023","Sat Mar 11 17:04:17 GMT 2023","0","tests.cart_page","test_change_value_of_products","TestChangeNumberOfPizzaAtCart","","","Уменьшение кол-ва пицц - одна пицца одного вида в строке",""
"passed","Sat Mar 11 17:06:27 GMT 2023","Sat Mar 11 17:06:29 GMT 2023","1952","tests.pizza_page","test_pizza_pages","TestGoToPizzaPage","","","Переход на страницу пиццы с помощью слайдера",""
"passed","Sat Mar 11 17:07:22 GMT 2023","Sat Mar 11 17:07:22 GMT 2023","126","tests.pizza_page","test_pizza_pages_add_options","TestPizzaAddOptions","","","Проверка наличия дополнительных опций",""
"passed","Sat Mar 11 17:07:16 GMT 2023","Sat Mar 11 17:07:18 GMT 2023","2052","tests.pizza_page","test_pizza_pages_add_notification","TestAddPizzaToCartNotification","","","Верное количество добавленных пицц в уведомлении о добавлении пиццы",""
"passed","Sat Mar 11 17:06:34 GMT 2023","Sat Mar 11 17:06:37 GMT 2023","2308","tests.pizza_page","test_pizza_pages","TestGoToPizzaPage","","","Переход на страницу пиццы с помощью слайдера",""
"passed","Sat Mar 11 17:08:50 GMT 2023","Sat Mar 11 17:08:52 GMT 2023","1631","tests.pizza_page","test_pizza_pages_go_to_cart","TestPizzaPagesGoToCart","","","Переход в корзину с помощью значка корзины",""
"passed","Sat Mar 11 17:05:51 GMT 2023","Sat Mar 11 17:05:53 GMT 2023","1227","tests.main_page","test_slider","TestMainPageSlider","","","Прокрутка слайдера на главной странице вправо/влево",""
"passed","Sat Mar 11 17:07:54 GMT 2023","Sat Mar 11 17:07:54 GMT 2023","115","tests.pizza_page","test_pizza_pages_add_options","TestPizzaAddOptions","","","Количество пицц - увеличение значения инпут формы",""
"passed","Sat Mar 11 17:07:05 GMT 2023","Sat Mar 11 17:07:06 GMT 2023","1528","tests.pizza_page","test_pizza_pages_add_notification","TestAddPizzaToCartNotification","","","Проверка появления уведомления о добавлении пиццы в корзину",""
"passed","Sat Mar 11 17:06:58 GMT 2023","Sat Mar 11 17:07:01 GMT 2023","2919","tests.pizza_page","test_pizza_pages","TestGoToPizzaPage","","","Переход на страницу пиццы с помощью слайдера",""
"passed","Sat Mar 11 17:08:25 GMT 2023","Sat Mar 11 17:08:29 GMT 2023","3638","tests.pizza_page","test_pizza_pages_add_to_cart","TestAddPizzaToCartFromPage","","","Проверка добавления верного количества пицц в корзину",""
"broken","Sat Mar 11 17:04:01 GMT 2023","Sat Mar 11 17:04:01 GMT 2023","0","tests.cart_page","test_change_value_of_products","TestChangeNumberOfPizzaAtCart","","","Уменьшение кол-ва пицц - несколько пицц одного вида в строке",""
"passed","Sat Mar 11 17:07:37 GMT 2023","Sat Mar 11 17:07:38 GMT 2023","275","tests.pizza_page","test_pizza_pages_add_options","TestPizzaAddOptions","","","Проверка изменения цены пиццы при выборе дополнительной опции",""
"passed","Sat Mar 11 17:07:50 GMT 2023","Sat Mar 11 17:07:50 GMT 2023","306","tests.pizza_page","test_pizza_pages_add_options","TestPizzaAddOptions","","","Проверка возможности повторного переключения между опциями",""
