"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 13 18:06:01 GMT 2023","Mon Mar 13 18:06:04 GMT 2023","2854","tests.pizza_page","test_pizza_pages_add_to_cart","TestAddPizzaToCartFromPage","","","Проверка добавления верного количества пицц в корзину",""
"passed","Mon Mar 13 18:05:37 GMT 2023","Mon Mar 13 18:05:42 GMT 2023","5526","tests.pizza_page","test_pizza_pages_add_options","TestPizzaAddOptions","","","Попытка добавить 0 пицц в корзину",""
"passed","Mon Mar 13 18:06:09 GMT 2023","Mon Mar 13 18:06:12 GMT 2023","2968","tests.pizza_page","test_pizza_pages_add_to_cart","TestAddPizzaToCartFromPage","","","Проверка добавления верного количества пицц в корзину",""
"passed","Mon Mar 13 18:04:12 GMT 2023","Mon Mar 13 18:04:14 GMT 2023","2026","tests.pizza_page","test_pizza_pages","TestGoToPizzaPage","","","Переход на страницу пиццы с помощью слайдера",""
"passed","Mon Mar 13 18:04:19 GMT 2023","Mon Mar 13 18:04:21 GMT 2023","2000","tests.pizza_page","test_pizza_pages","TestGoToPizzaPage","","","Переход на страницу пиццы с помощью слайдера",""
"passed","Mon Mar 13 18:01:36 GMT 2023","Mon Mar 13 18:01:38 GMT 2023","1869","tests.cart_page","test_change_value_of_products","TestChangeNumberOfPizzaAtCart","","","Уменьшение кол-ва пицц - одна пицца одного вида в строке",""
"passed","Mon Mar 13 18:06:40 GMT 2023","Mon Mar 13 18:06:43 GMT 2023","2418","tests.pizza_page","test_pizza_pages_go_to_cart","TestPizzaPagesGoToCart","","","Переход в корзину с помощью уведомления о добавлении пиццы",""
"skipped","Mon Mar 13 18:03:51 GMT 2023","Mon Mar 13 18:03:52 GMT 2023","684","tests.main_page","test_slider","TestMainPageSlider","","","Появление кнопки 'В корзину' после добавления пиццы в корзину",""
"passed","Mon Mar 13 18:04:04 GMT 2023","Mon Mar 13 18:04:06 GMT 2023","1841","tests.pizza_page","test_pizza_pages","TestGoToPizzaPage","","","Переход на страницу пиццы с помощью слайдера",""
"passed","Mon Mar 13 18:01:19 GMT 2023","Mon Mar 13 18:01:21 GMT 2023","2105","tests.cart_page","test_change_value_of_products","TestChangeNumberOfPizzaAtCart","","","Уменьшение кол-ва пицц - несколько пицц одного вида в строке",""
"passed","Mon Mar 13 18:04:34 GMT 2023","Mon Mar 13 18:04:37 GMT 2023","3044","tests.pizza_page","test_pizza_pages","TestGoToPizzaPage","","","Переход на страницу пиццы с помощью слайдера",""
"passed","Mon Mar 13 18:05:33 GMT 2023","Mon Mar 13 18:05:33 GMT 2023","140","tests.pizza_page","test_pizza_pages_add_options","TestPizzaAddOptions","","","Количество пицц - увеличение значения инпут формы",""
"passed","Mon Mar 13 18:05:28 GMT 2023","Mon Mar 13 18:05:29 GMT 2023","244","tests.pizza_page","test_pizza_pages_add_options","TestPizzaAddOptions","","","Проверка возможности повторного переключения между опциями",""
"passed","Mon Mar 13 18:05:54 GMT 2023","Mon Mar 13 18:05:56 GMT 2023","2755","tests.pizza_page","test_pizza_pages_add_to_cart","TestAddPizzaToCartFromPage","","","Проверка добавления верного количества пицц в корзину",""
"passed","Mon Mar 13 18:02:28 GMT 2023","Mon Mar 13 18:02:29 GMT 2023","696","tests.main_page","test_add_to_cart","TestMainPageAddToCart","","","Отображение цены продукта в корзине при его добавлении",""
"skipped","Mon Mar 13 18:03:57 GMT 2023","Mon Mar 13 18:03:59 GMT 2023","1804","tests.main_page","test_slider","TestMainPageSlider","","","Появление кнопки 'В корзину' после добавления пиццы в корзину",""
"passed","Mon Mar 13 18:03:13 GMT 2023","Mon Mar 13 18:03:13 GMT 2023","341","tests.main_page","test_slider","TestMainPageSlider","","","Появление кнопки 'В корзину' при наведении на пиццу",""
"passed","Mon Mar 13 18:05:24 GMT 2023","Mon Mar 13 18:05:24 GMT 2023","318","tests.pizza_page","test_pizza_pages_add_options","TestPizzaAddOptions","","","Проверка возможности повторного переключения между опциями",""
"skipped","Mon Mar 13 18:03:45 GMT 2023","Mon Mar 13 18:03:45 GMT 2023","679","tests.main_page","test_slider","TestMainPageSlider","","","Появление кнопки 'В корзину' после добавления пиццы в корзину",""
"passed","Mon Mar 13 18:06:35 GMT 2023","Mon Mar 13 18:06:36 GMT 2023","1323","tests.pizza_page","test_pizza_pages_go_to_cart","TestPizzaPagesGoToCart","","","Переход в корзину с помощью общего меню",""
"passed","Mon Mar 13 18:04:42 GMT 2023","Mon Mar 13 18:04:43 GMT 2023","1222","tests.pizza_page","test_pizza_pages_add_notification","TestAddPizzaToCartNotification","","","Проверка появления уведомления о добавлении пиццы в корзину",""
"passed","Mon Mar 13 18:03:19 GMT 2023","Mon Mar 13 18:03:19 GMT 2023","323","tests.main_page","test_slider","TestMainPageSlider","","","Появление кнопки 'В корзину' при наведении на пиццу",""
"passed","Mon Mar 13 18:02:34 GMT 2023","Mon Mar 13 18:02:36 GMT 2023","2415","tests.main_page","test_add_to_cart","TestMainPageAddToCart","","","Проверка добавления пиццы в корзину - переход с помощью значка корзины",""
"passed","Mon Mar 13 18:03:07 GMT 2023","Mon Mar 13 18:03:07 GMT 2023","309","tests.main_page","test_slider","TestMainPageSlider","","","Появление кнопки 'В корзину' при наведении на пиццу",""
"passed","Mon Mar 13 18:05:47 GMT 2023","Mon Mar 13 18:05:49 GMT 2023","2608","tests.pizza_page","test_pizza_pages_add_to_cart","TestAddPizzaToCartFromPage","","","Проверка добавления верной пиццы в корзину",""
"passed","Mon Mar 13 18:02:47 GMT 2023","Mon Mar 13 18:02:48 GMT 2023","1289","tests.main_page","test_slider","TestMainPageSlider","","","Прокрутка слайдера на главной странице вправо/влево",""
"passed","Mon Mar 13 18:04:58 GMT 2023","Mon Mar 13 18:04:58 GMT 2023","110","tests.pizza_page","test_pizza_pages_add_options","TestPizzaAddOptions","","","Проверка наличия дополнительных опций",""
"passed","Mon Mar 13 18:02:54 GMT 2023","Mon Mar 13 18:02:55 GMT 2023","1332","tests.main_page","test_slider","TestMainPageSlider","","","Прокрутка слайдера на главной странице вправо/влево",""
"passed","Mon Mar 13 18:04:53 GMT 2023","Mon Mar 13 18:04:54 GMT 2023","1318","tests.pizza_page","test_pizza_pages_add_notification","TestAddPizzaToCartNotification","","","Верное количество добавленных пицц в уведомлении о добавлении пиццы",""
"passed","Mon Mar 13 18:02:20 GMT 2023","Mon Mar 13 18:02:22 GMT 2023","2107","tests.cart_page","test_change_value_of_products","TestChangeNumberOfPizzaAtCart","","","Изменение кол-ва пицц - пицца с доп. опциями",""
"passed","Mon Mar 13 18:04:47 GMT 2023","Mon Mar 13 18:04:48 GMT 2023","1602","tests.pizza_page","test_pizza_pages_add_notification","TestAddPizzaToCartNotification","","","Верное название пиццы в уведомлении о добавлении пиццы",""
"passed","Mon Mar 13 18:05:07 GMT 2023","Mon Mar 13 18:05:07 GMT 2023","167","tests.pizza_page","test_pizza_pages_add_options","TestPizzaAddOptions","","","Проверка возможности выбора дополнительной опции",""
"passed","Mon Mar 13 18:03:01 GMT 2023","Mon Mar 13 18:03:01 GMT 2023","318","tests.main_page","test_slider","TestMainPageSlider","","","Появление кнопки 'В корзину' при наведении на пиццу",""
"passed","Mon Mar 13 18:05:11 GMT 2023","Mon Mar 13 18:05:11 GMT 2023","173","tests.pizza_page","test_pizza_pages_add_options","TestPizzaAddOptions","","","Проверка возможности выбора дополнительной опции",""
