"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 11 17:30:18 GMT 2023","Sat Mar 11 17:30:21 GMT 2023","3512","tests.cart_page","test_change_value_of_products","TestChangeNumberOfPizzaAtCart","","","Изменение кол-ва пицц - пицца с доп. опциями",""
"passed","Sat Mar 11 17:32:14 GMT 2023","Sat Mar 11 17:32:17 GMT 2023","2373","tests.pizza_page","test_pizza_pages","TestGoToPizzaPage","","","Переход на страницу пиццы с помощью слайдера",""
"passed","Sat Mar 11 17:32:45 GMT 2023","Sat Mar 11 17:32:49 GMT 2023","3294","tests.pizza_page","test_pizza_pages","TestGoToPizzaPage","","","Переход на страницу пиццы с помощью слайдера",""
"passed","Sat Mar 11 17:32:55 GMT 2023","Sat Mar 11 17:32:56 GMT 2023","1468","tests.pizza_page","test_pizza_pages_add_notification","TestAddPizzaToCartNotification","","","Проверка появления уведомления о добавлении пиццы в корзину",""
"passed","Sat Mar 11 17:32:04 GMT 2023","Sat Mar 11 17:32:06 GMT 2023","2370","tests.pizza_page","test_pizza_pages","TestGoToPizzaPage","","","Переход на страницу пиццы с помощью слайдера",""
"passed","Sat Mar 11 17:34:18 GMT 2023","Sat Mar 11 17:34:21 GMT 2023","3011","tests.pizza_page","test_pizza_pages_add_to_cart","TestAddPizzaToCartFromPage","","","Проверка добавления верной пиццы в корзину",""
"passed","Sat Mar 11 17:31:20 GMT 2023","Sat Mar 11 17:31:20 GMT 2023","318","tests.main_page","test_slider","TestMainPageSlider","","","Появление кнопки 'В корзину' при наведении на пиццу",""
"passed","Sat Mar 11 17:31:01 GMT 2023","Sat Mar 11 17:31:03 GMT 2023","1414","tests.main_page","test_slider","TestMainPageSlider","","","Прокрутка слайдера на главной странице вправо/влево",""
"passed","Sat Mar 11 17:28:57 GMT 2023","Sat Mar 11 17:29:00 GMT 2023","2557","tests.cart_page","test_change_value_of_products","TestChangeNumberOfPizzaAtCart","","","Уменьшение кол-ва пицц - несколько пицц одного вида в строке",""
"passed","Sat Mar 11 17:33:28 GMT 2023","Sat Mar 11 17:33:28 GMT 2023","532","tests.pizza_page","test_pizza_pages_add_options","TestPizzaAddOptions","","","Проверка возможности выбора дополнительной опции",""
"skipped","Sat Mar 11 17:31:57 GMT 2023","Sat Mar 11 17:31:57 GMT 2023","0","tests.main_page","test_slider","TestMainPageSlider","","","Появление кнопки 'В корзину' после добавления пиццы в корзину",""
"passed","Sat Mar 11 17:29:56 GMT 2023","Sat Mar 11 17:29:59 GMT 2023","2868","tests.cart_page","test_change_value_of_products","TestChangeNumberOfPizzaAtCart","","","Изменение кол-ва пицц - пицца с доп. опциями",""
"passed","Sat Mar 11 17:34:54 GMT 2023","Sat Mar 11 17:34:58 GMT 2023","3595","tests.pizza_page","test_pizza_pages_add_to_cart","TestAddPizzaToCartFromPage","","","Добавление пиццы с дополнительной опцией в корзину",""
"passed","Sat Mar 11 17:33:09 GMT 2023","Sat Mar 11 17:33:10 GMT 2023","1135","tests.pizza_page","test_pizza_pages_add_notification","TestAddPizzaToCartNotification","","","Верное количество добавленных пицц в уведомлении о добавлении пиццы",""
"passed","Sat Mar 11 17:33:16 GMT 2023","Sat Mar 11 17:33:16 GMT 2023","163","tests.pizza_page","test_pizza_pages_add_options","TestPizzaAddOptions","","","Проверка наличия дополнительных опций",""
"passed","Sat Mar 11 17:34:06 GMT 2023","Sat Mar 11 17:34:06 GMT 2023","206","tests.pizza_page","test_pizza_pages_add_options","TestPizzaAddOptions","","","Количество пицц - увеличение значения инпут формы",""
"passed","Sat Mar 11 17:35:04 GMT 2023","Sat Mar 11 17:35:07 GMT 2023","3346","tests.pizza_page","test_pizza_pages_add_to_cart","TestAddPizzaToCartFromPage","","","Добавление пиццы с дополнительной опцией в корзину",""
"passed","Sat Mar 11 17:34:28 GMT 2023","Sat Mar 11 17:34:30 GMT 2023","2804","tests.pizza_page","test_pizza_pages_add_to_cart","TestAddPizzaToCartFromPage","","","Проверка добавления верного количества пицц в корзину",""
"skipped","Sat Mar 11 17:31:57 GMT 2023","Sat Mar 11 17:31:57 GMT 2023","0","tests.main_page","test_slider","TestMainPageSlider","","","Появление кнопки 'В корзину' после добавления пиццы в корзину",""
"passed","Sat Mar 11 17:30:39 GMT 2023","Sat Mar 11 17:30:42 GMT 2023","3137","tests.main_page","test_add_to_cart","TestMainPageAddToCart","","","Проверка добавления пиццы в корзину - переход с помощью значка корзины",""
"passed","Sat Mar 11 17:33:53 GMT 2023","Sat Mar 11 17:33:54 GMT 2023","749","tests.pizza_page","test_pizza_pages_add_options","TestPizzaAddOptions","","","Проверка возможности повторного переключения между опциями",""
"passed","Sat Mar 11 17:33:22 GMT 2023","Sat Mar 11 17:33:22 GMT 2023","158","tests.pizza_page","test_pizza_pages_add_options","TestPizzaAddOptions","","","Проверка возможности выбора дополнительной опции",""
"passed","Sat Mar 11 17:33:02 GMT 2023","Sat Mar 11 17:33:03 GMT 2023","1254","tests.pizza_page","test_pizza_pages_add_notification","TestAddPizzaToCartNotification","","","Верное название пиццы в уведомлении о добавлении пиццы",""
"passed","Sat Mar 11 17:34:45 GMT 2023","Sat Mar 11 17:34:48 GMT 2023","2731","tests.pizza_page","test_pizza_pages_add_to_cart","TestAddPizzaToCartFromPage","","","Проверка добавления верного количества пицц в корзину",""
"passed","Sat Mar 11 17:35:13 GMT 2023","Sat Mar 11 17:35:14 GMT 2023","1186","tests.pizza_page","test_pizza_pages_go_to_cart","TestPizzaPagesGoToCart","","","Переход в корзину с помощью значка корзины",""
"passed","Sat Mar 11 17:31:29 GMT 2023","Sat Mar 11 17:31:29 GMT 2023","333","tests.main_page","test_slider","TestMainPageSlider","","","Появление кнопки 'В корзину' при наведении на пиццу",""
"passed","Sat Mar 11 17:30:50 GMT 2023","Sat Mar 11 17:30:53 GMT 2023","3154","tests.main_page","test_add_to_cart","TestMainPageAddToCart","","","Проверка добавления пиццы в корзину - переход с помощью общего меню",""
"passed","Sat Mar 11 17:31:37 GMT 2023","Sat Mar 11 17:31:37 GMT 2023","326","tests.main_page","test_slider","TestMainPageSlider","","","Появление кнопки 'В корзину' при наведении на пиццу",""
"passed","Sat Mar 11 17:35:27 GMT 2023","Sat Mar 11 17:35:30 GMT 2023","2622","tests.pizza_page","test_pizza_pages_go_to_cart","TestPizzaPagesGoToCart","","","Переход в корзину с помощью уведомления о добавлении пиццы",""
"skipped","Sat Mar 11 17:31:57 GMT 2023","Sat Mar 11 17:31:57 GMT 2023","0","tests.main_page","test_slider","TestMainPageSlider","","","Появление кнопки 'В корзину' после добавления пиццы в корзину",""
"passed","Sat Mar 11 17:29:19 GMT 2023","Sat Mar 11 17:29:22 GMT 2023","2760","tests.cart_page","test_change_value_of_products","TestChangeNumberOfPizzaAtCart","","","Уменьшение кол-ва пицц - одна пицца одного вида в строке",""
"broken","Sat Mar 11 17:34:12 GMT 2023","Sat Mar 11 17:34:12 GMT 2023","52","tests.pizza_page","test_pizza_pages_add_options","TestPizzaAddOptions","","","Попытка добавить 0 пицц в корзину",""
"passed","Sat Mar 11 17:31:54 GMT 2023","Sat Mar 11 17:31:56 GMT 2023","1899","tests.main_page","test_slider","TestMainPageSlider","","","Появление кнопки 'В корзину' при наведении на пиццу",""
"passed","Sat Mar 11 17:35:20 GMT 2023","Sat Mar 11 17:35:22 GMT 2023","1742","tests.pizza_page","test_pizza_pages_go_to_cart","TestPizzaPagesGoToCart","","","Переход в корзину с помощью общего меню",""
